"ID";"a1.trabajo";"a2.contrato";"a3.empleador";"a4.areatrabajo";"a5.precovid";"a6.motivo";"a7.busca";"a8.modalidad";"a9.carga";"a10.situacion";"a11.desempeño";"b1.estudio";"b2.material";"b2.dejar";"b2.adapta";"b2.internet";"b2.institucion";"b2.profes";"b2.compu";"c1.barrer";"c1.basura";"c1.cocinar";"c1.adultos";"c1.mascotas";"c1.niñxs";"c1.loza";"c1.ropa";"c1.baños";"c1.ordenar";"c1.compras";"c2.internet";"c2.patio";"c2.nhabs";"c2.equipos";"c2.thabs";"c2.ubicacion";"c3.npersonas";"c4.habitantes";"c4.abuelxs";"c4.amigxs";"c4.arrendatarixs";"c4.pareja";"c4.hermanxs";"c4.padres";"c4.hijxs";"c4.otrxs";"c5.aumento";"c5.mujeres";"c5.gusta";"c5.apoyo";"c5.tiempo";"c5.unicx";"c6.nhijxs";"c7.recreacion";"c7.union";"c7.tiempo";"c7.comunicacion";"c7.confianza";"c7.preocupacion";"c7.conflictos";"d1.angustia";"d1.ansiedad";"d1.estres";"d1.frustracion";"d1.incertidumbre";"d1.enojo";"d1.miedo";"d1.soledad";"d1.tristeza";"d2.atencion";"d3.farmacos";"d4.tratamiento";"e1.pareja";"e2.cambio";"e3.enojos";"e3.lesionarme";"e3.golpes";"e3.gritos";"e3.terceros";"e3.humilla";"e3.insulta";"e3.respeto";"e3.peligro";"e4.conversa";"e5.denuncia1";"e6.institucion";"e6.carchi";"e7.violencia";"e8.denuncia2";"f1.moviliza";"f1.gobierno";"f1.justicia";"f1.ddhh";"f1.migra";"f1.policias";"f1.apoyos";"f1.expulsion";"f1.pensiones";"f1.apruebo";"sexo";"edad";"comunares";"paisnac";"regionnac";"estudios";"ingresos";"cambioingreso";"bonos";"bonos.caja";"bonos.ife";"bonos.minimo";"bonos.covid";"bonos.media";"bonos.none";"salir"
"155";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"0 horas";"0 horas";"21 o más horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Malo";"Malo";"Regular";"Regular";"Regular";"Regular";"1";"Padre y/o madre";0;0;0;0;0;1;0;0;"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"Casi nunca";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Hombre";20;"Iquique";"Chile";"Tarapaca";"Técnica completa";"No tuve ingresos";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Caja familiar (mercadería)";1;1;0;0;0;0;4
"156";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"6-10 horas";"3-5 horas";"6-10 horas";"6-10 horas";"6-10 horas";"1-2 horas";"6-10 horas";"3-5 horas";"3-5 horas";"3-5 horas";"6-10 horas";"Regular";"Bueno";"Regular";"Regular";"Regular";"Regular";"2";"Cónyuge, pareja o conviviente;Amigo(s) y/o amiga(s)";0;1;0;1;0;0;0;0;"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"3";"Disminuyó";"Aumentó";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Aumentó";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"De acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Mujer";61;"Iquique";"Chile";"Los Rios";"Universitaria incompleta";"$450.000 - $750.000";"Han disminuido levemente";"Ingreso familiar de emergencia";0;1;0;0;0;0;1
"157";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Excelente";"Regular";"Excelente";"Excelente";"Excelente";"Bueno";"2";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"1";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Disminuyó";"Casi nunca";"A veces";"Casi nunca";"Casi nunca";"A veces";"Casi nunca";"Casi nunca";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Ha mejorado mucho";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";38;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;2
"158";"Trabajo independiente o por cuenta propia";"No tengo contrato de trabajo";"Hogar particular";NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"3-5 horas";"1-2 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"5 o más";"Hermano(s) y/o hermana(s)";0;0;0;0;1;0;0;0;"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";20;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;1
"159";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"3-5 horas";"1-2 horas";"3-5 horas";"1-2 horas";"0 horas";"21 o más horas";"6-10 horas";"6-10 horas";"1-2 horas";"11-20 horas";"1-2 horas";"Bueno";"Bueno";"Excelente";"Bueno";"Bueno";"Bueno";"3";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s);Sobrina";0;0;0;0;1;0;1;1;"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"1";"Disminuyó";"Se mantuvo igual";"Disminuyó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Frecuentemente";"A veces";"Siempre";"Frecuentemente";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"De acuerdo";"De acuerdo";"Mujer";28;"Iquique";"Chile";"Metropolitana";"Universitaria incompleta";"No tuve ingresos";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería)";1;1;0;1;0;0;2
"160";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"3-5 horas";"0 horas";"1-2 horas";"0 horas";"3-5 horas";"21 o más horas";"1-2 horas";"3-5 horas";"3-5 horas";"3-5 horas";"3-5 horas";"Malo";"Regular";"Bueno";"Bueno";"Bueno";"Bueno";"1";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"1";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"A veces";"Casi nunca";"Frecuentemente";"Casi nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado mucho";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"$300.000 - $450.000";"Han disminuido fuertemente";"Ingreso mínimo garantizado;Caja familiar (mercadería)";1;0;1;0;0;0;2
"161";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"6-10 horas";"0 horas";"3-5 horas";"0 horas";"3-5 horas";"0 horas";"1-2 horas";"3-5 horas";"1-2 horas";"Excelente";"Malo";"Regular";"Bueno";"Regular";"Regular";"1";"Padre y/o madre";0;0;0;0;0;1;0;0;"De acuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"0";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"Casi nunca";"Frecuentemente";"A veces";"Casi nunca";"A veces";"Nunca";"Casi nunca";"A veces";"Casi nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";27;"Iquique";"Chile";"Tarapaca";"Universitaria completa";"No tuve ingresos";"Han disminuido fuertemente";"Clase media ($500.000)";0;0;0;0;1;0;1
"162";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Empresa o negocio (individual o familiar)";"No poder realizar el trabajo de manera independiente, por razones obvias de la contingencia nacional";"No";NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"Regular";"Bueno";"Bueno";"Bueno";"Bueno";"Regular";"2";"Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;0;0;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Disminuyó";"Casi nunca";"Nunca";"Frecuentemente";"Nunca";"Casi nunca";"Nunca";"Nunca";"Casi nunca";"Casi nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"Sí";"Absolutamente de acuerdo";"De acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"En desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Pozo Almonte";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería)";1;1;0;1;0;0;1
"163";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"3-5 horas";"6-10 horas";"0 horas";"1-2 horas";"21 o más horas";"0 horas";"1-2 horas";"3-5 horas";"1-2 horas";"3-5 horas";"3-5 horas";"Regular";"Bueno";"Bueno";"Bueno";"Regular";"Bueno";"3";"Hermano(s) y/o hermana(s);Abuelo(s) y/o abuela(s)";1;0;0;0;1;0;0;0;"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Casi nunca";"Casi nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Mujer";19;"Iquique";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Se han mantenido igual";NA;0;0;0;0;0;1;2
"164";"Trabajo independiente o por cuenta propia";"No tengo contrato de trabajo";"Hogar particular";NA;"Trabajo independiente o por cuenta propia";"El cierres  y prohibición de ventas en las ferias libres";"Si";NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"3-5 horas";"3-5 horas";"6-10 horas";"21 o más horas";"6-10 horas";"21 o más horas";"6-10 horas";"3-5 horas";"3-5 horas";"3-5 horas";"6-10 horas";"Regular";"Bueno";"Bueno";"Bueno";"Regular";"Bueno";"5 o más";"Hijo(s) y/o hija(s);Abuelo(s) y/o abuela(s)";1;0;0;0;0;0;1;0;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"3";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"A veces";"A veces";"Frecuentemente";"Casi nunca";"A veces";"Casi nunca";"A veces";"Casi nunca";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";42;"Alto Hospicio";"Chile";"Tarapaca";"Técnica completa";"$150.000 - $300.000";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería)";1;1;0;1;0;0;1
"165";"Trabajo independiente o por cuenta propia";"No tengo contrato de trabajo";"Hogar particular";NA;"Trabajo independiente o por cuenta propia";"Mutuo acuerdo";"No";NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"6-10 horas";"11-20 horas";"0 horas";"1-2 horas";"3-5 horas";"1-2 horas";"3-5 horas";"3-5 horas";"Bueno";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"4";"Padre y/o madre";0;0;0;0;0;1;0;0;"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Disminuyó";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Ha mejorado mucho";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";24;"Pozo Almonte";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Han disminuido levemente";NA;0;0;0;0;0;1;4
"166";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"3-5 horas";"1-2 horas";"0 horas";"0 horas";"21 o más horas";"3-5 horas";"1-2 horas";"1-2 horas";"0 horas";"3-5 horas";"0 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"2";"Padre y/o madre";0;0;0;0;0;1;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"0";"Aumentó";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"A veces";"Siempre";"Frecuentemente";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Alto Hospicio";"Chile";"Metropolitana";"Universitaria incompleta";"No tuve ingresos";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;0
"167";"Trabajo dependiente";"Contrato a honorarios";"Privada";"Minería";"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente presencial";"Ha aumentado considerablemente";"Buena";"Muy en desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"3-5 horas";"0 horas";"3-5 horas";"0 horas";"1-2 horas";"1-2 horas";"6-10 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Regular";"Regular";"2";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"2";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"Disminuyó";"Disminuyó";"Casi nunca";"Nunca";"Nunca";"Casi nunca";"Casi nunca";"Casi nunca";"A veces";"A veces";"Casi nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Muy de acuerdo";"De acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"De acuerdo";"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Hombre";56;"Iquique";"Chile";"Metropolitana";"Técnica completa";"Más de $1.500.000";"Han aumentado fuertemente";NA;0;0;0;0;0;1;1
"168";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"0 horas";"0 horas";"1-2 horas";"0 horas";"3-5 horas";"11-20 horas";"1-2 horas";"3-5 horas";"1-2 horas";"1-2 horas";"0 horas";"Bueno";"Malo";"Regular";"Regular";"Regular";"Regular";"5 o más";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s);Cuñada,suegros,sobrino";0;0;0;1;0;0;1;1;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"1";"Disminuyó";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"A veces";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"Casi nunca";"Casi nunca";"Casi nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"Sí";"No";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Mujer";23;"Pozo Almonte";"Chile";"Araucania";"Universitaria incompleta";"Menos de $150.000";"Se han mantenido igual";"Ingreso familiar de emergencia";0;1;0;0;0;0;1
"169";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"Excelente";"Bueno";"Excelente";"Bueno";"Excelente";"Regular";"4";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s)";0;0;0;0;1;0;1;0;"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"A veces";"A veces";"A veces";"Casi nunca";"A veces";"A veces";"Nunca";"A veces";"A veces";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha empeorado levemente";"Casi nunca";"Nunca";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Casi siempre";"Nunca";"No";"No";NA;0;"No";NA;"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"Absolutamente de acuerdo";"Hombre";22;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"No tuve ingresos";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;4
